budget,runtime,vote_average,vote_count,popularity,genre_count,release_year,budget_category,main_genre,is_english,is_hit
0,97,5.556,9,3.1493,2,2017.0,Ultra_Low,Romance,0,0
20000000,118,6.34,953,2.2869,2,2014.0,Low,Drama,0,0
26000000,132,6.606,1695,8.3893,2,2024.0,Low,Drama,0,0
0,106,5.1,38,2.3728,2,2025.0,Ultra_Low,Comedy,0,0
100000,71,4.1,112,2.3714,2,2006.0,Ultra_Low,Horror,1,0
30000000,118,6.0,1401,4.7006,1,2015.0,Low,Comedy,1,1
0,93,6.323,551,3.8896,2,1993.0,Ultra_Low,Comedy,1,0
105000000,124,6.257,4476,5.7675,3,2017.0,Medium,Action,1,0
17500000,117,6.625,1320,3.0601,3,1985.0,Low,Comedy,1,1
55000000,121,7.009,3535,9.0832,3,1994.0,Medium,Action,1,1
8751000,172,6.486,142,2.6922,2,2019.0,Low,Drama,0,1
60000000,90,5.4,3719,5.1239,2,2008.0,Medium,Thriller,1,0
0,0,0.0,0,4.4747,4,2025.0,Ultra_Low,Comedy,1,0
79000000,91,4.376,2131,4.3478,2,2011.0,Medium,Comedy,1,0
0,69,0.0,0,2.3007,1,2024.0,Ultra_Low,Animation,0,0
165000000,101,7.345,12558,9.6344,4,2012.0,High,Family,1,0
14000000,119,7.201,1198,2.6955,2,1988.0,Low,Drama,1,0
16000000,103,7.572,5157,10.2784,2,2022.0,Low,Horror,1,1
0,96,7.986,593,2.7887,3,1953.0,Ultra_Low,Fantasy,0,0
11000000,151,6.6,251,3.574,4,2006.0,Low,Drama,0,1
0,150,7.0,29,2.9984,2,2001.0,Ultra_Low,Comedy,0,0
0,115,7.614,2153,2.6935,2,2021.0,Ultra_Low,Drama,1,0
10000000,130,6.927,2609,3.4369,3,1999.0,Low,Fantasy,1,0
0,90,7.4,204,3.0148,3,2021.0,Ultra_Low,Romance,0,0
0,96,4.788,274,7.8554,4,2025.0,Ultra_Low,Science Fiction,1,0
120000000,119,5.589,3311,3.6725,3,2011.0,Medium,Action,1,0
4500000,101,5.513,237,2.4116,2,2020.0,Low,Thriller,1,0
40000000,135,7.105,6977,5.0798,3,2003.0,Low,Comedy,1,1
0,107,4.548,146,5.7565,2,2009.0,Ultra_Low,Comedy,0,1
0,81,5.0,4,2.9345,3,2015.0,Ultra_Low,Drama,0,0
0,62,0.0,0,1.292,0,2005.0,Ultra_Low,Unknown,0,0
100000000,104,5.11,3312,4.8684,4,2006.0,Medium,Fantasy,1,0
21000000,102,6.307,2029,3.6833,1,2018.0,Low,Comedy,1,1
0,60,1.7,3,2.84,2,1986.0,Ultra_Low,Crime,0,0
0,12,9.2,4,3.7482,1,2023.0,Ultra_Low,Documentary,1,0
0,71,0.0,0,0.9852,2,2015.0,Ultra_Low,Crime,1,0
4600000,103,7.131,1832,2.8281,2,2013.0,Low,Comedy,1,1
0,132,6.211,194,2.6421,4,2018.0,Ultra_Low,Action,0,1
100000000,129,6.427,82,3.4448,3,2024.0,Medium,Drama,0,1
8800000,116,6.818,1329,7.6775,3,2024.0,Low,Comedy,1,0
10500000,133,6.4,67,3.4079,2,2024.0,Low,History,1,1
0,108,6.4,283,2.4762,3,1994.0,Ultra_Low,Comedy,1,1
49000000,133,6.748,2103,3.1028,3,2019.0,Low,Crime,1,0
0,101,6.4,119,2.9382,2,2025.0,Ultra_Low,Comedy,0,0
0,71,7.583,6,5.2837,2,2025.0,Ultra_Low,Drama,0,0
0,25,6.945,127,11.2555,2,2024.0,Ultra_Low,Animation,1,0
0,0,0.0,0,3.8742,2,2025.0,Ultra_Low,Horror,1,0
0,95,5.9,7,2.5241,1,2024.0,Ultra_Low,Drama,0,0
0,104,7.357,91,2.8376,5,2016.0,Ultra_Low,Animation,0,0
150000000,101,7.209,16093,10.9406,3,2007.0,Medium,Drama,1,1
45000000,89,8.258,18804,16.7873,3,1994.0,Low,Family,1,1
20000000,100,6.496,4136,4.2099,1,2016.0,Low,Comedy,1,1
0,105,7.764,1153,2.6083,3,1967.0,Ultra_Low,Crime,0,1
0,119,7.7,698,3.1689,5,2017.0,Ultra_Low,Animation,0,1
0,82,7.6,1205,4.7055,2,2006.0,Ultra_Low,Animation,1,0
0,90,7.5,18,3.1292,1,2025.0,Ultra_Low,Documentary,1,0
0,100,7.34,901,5.0958,3,2004.0,Ultra_Low,Animation,0,1
26000000,111,6.292,1368,4.0032,3,2012.0,Low,Crime,1,0
9300000,90,6.508,725,2.8883,5,1981.0,Low,Animation,1,0
0,85,6.005,314,3.0802,1,2018.0,Ultra_Low,Thriller,1,1
400000000,170,7.2,814,124.8486,3,2025.0,High,Action,1,0
0,92,5.7,59,7.3728,3,2024.0,Ultra_Low,Action,1,0
75000000,137,7.133,4855,7.4618,3,1996.0,Medium,Action,1,1
0,89,6.462,133,6.7606,2,2024.0,Ultra_Low,Action,1,0
68000000,121,5.821,855,2.8382,5,1999.0,Medium,Adventure,1,0
13000000,88,5.925,609,3.132,1,2002.0,Low,Comedy,1,0
61000000,149,7.889,19069,14.3515,3,2014.0,Medium,Mystery,1,1
0,110,6.353,34,2.8174,2,2021.0,Ultra_Low,TV Movie,0,0
25000000,100,6.1,1327,4.5788,3,2017.0,Low,Action,1,0
14000000,121,6.177,884,3.8861,2,2022.0,Low,Horror,1,0
20000000,105,5.0,5,8.0955,2,2025.0,Low,Action,1,0
75000000,107,7.118,8127,12.2632,4,2016.0,Medium,Family,1,1
12600000,100,6.944,515,3.1336,3,2024.0,Low,Comedy,1,0
12000000,151,7.332,878,2.5526,3,1982.0,Low,Drama,1,0
20000000,111,7.261,2304,3.9414,3,2022.0,Low,Action,1,1
0,115,6.406,16,3.2972,1,2025.0,Ultra_Low,Drama,1,0
0,32,7.055,474,2.4157,1,2020.0,Ultra_Low,Drama,1,0
0,134,6.2,17,1.9345,1,2008.0,Ultra_Low,Science Fiction,0,0
200000,96,6.868,760,2.7858,2,1996.0,Ultra_Low,Comedy,1,1
0,116,8.095,462,5.9264,3,2021.0,Ultra_Low,Animation,0,1
1000000,0,0.0,0,1.0038,3,2018.0,Ultra_Low,Crime,1,0
0,0,0.0,0,1.0169,0,2002.0,Ultra_Low,Unknown,0,0
1000000,110,6.996,3743,8.7171,3,1962.0,Ultra_Low,Adventure,1,1
0,113,6.325,551,3.3793,3,2023.0,Ultra_Low,Drama,1,0
19000000,99,6.487,1132,3.3634,3,1991.0,Low,Drama,1,1
50000000,115,6.72,5284,6.2974,2,2013.0,Low,Action,1,0
910000,108,7.9,1641,5.0596,3,1954.0,Ultra_Low,Crime,1,0
25000000,105,5.887,1742,3.3572,4,2017.0,Low,Thriller,1,0
0,98,5.1,9,3.4263,4,2023.0,Ultra_Low,Action,0,0
0,126,7.144,170,3.2816,4,1989.0,Ultra_Low,Crime,0,1
5000000,93,6.296,1138,3.4969,2,2014.0,Low,Horror,1,0
0,0,6.5,10,2.9638,1,2025.0,Ultra_Low,Comedy,0,0
0,100,7.0,66,2.9616,4,2010.0,Ultra_Low,Adventure,0,1
21000000,94,6.19,2554,3.6792,2,2019.0,Low,Comedy,1,1
70000000,99,7.3,4070,8.1991,4,1998.0,Medium,Adventure,1,0
0,118,6.4,45,1.9908,2,2010.0,Ultra_Low,Action,0,0
50000,110,10.0,1,1.1182,1,2009.0,Ultra_Low,Drama,1,0
0,86,5.3,52,4.7939,1,1992.0,Ultra_Low,Thriller,0,0
0,97,7.0,180,2.2154,4,2023.0,Ultra_Low,Comedy,1,0
30000000,129,6.718,1076,2.6002,3,2011.0,Low,Action,1,0
0,90,8.0,3,1.253,1,2019.0,Ultra_Low,Drama,0,1
15000000,228,7.995,3161,5.7892,3,1962.0,Low,Adventure,1,1
11000000,133,6.065,601,2.5091,4,2021.0,Low,Crime,0,0
0,113,7.897,1729,5.5187,2,2019.0,Ultra_Low,Drama,1,0
26000000,96,6.527,3900,6.1581,3,2003.0,Low,Family,1,1
1700000,112,6.214,434,3.1411,3,2003.0,Low,Horror,0,1
0,86,5.25,4,9.7425,3,2025.0,Ultra_Low,Thriller,1,0
0,114,6.5,6,8.5354,2,2025.0,Ultra_Low,Drama,0,0
70000000,102,6.429,1260,3.5349,4,1998.0,Medium,Science Fiction,1,0
0,86,3.3,3,4.1866,0,1978.0,Ultra_Low,Unknown,0,0
0,14,3.0,2,1.088,1,2015.0,Ultra_Low,Comedy,1,0
2500000,91,6.76,1363,3.3425,3,2003.0,Low,Horror,0,0
200000000,143,7.249,15478,8.2252,3,2012.0,High,Action,1,1
220000,105,7.612,396,2.1741,3,1922.0,Ultra_Low,Documentary,0,0
0,90,6.6,347,2.9724,4,2017.0,Ultra_Low,Animation,0,1
0,148,2.937,127,2.5222,2,2019.0,Ultra_Low,Thriller,1,0
20000000,93,5.5,160,4.28,3,2022.0,Low,Action,1,0
0,100,6.7,213,2.7036,3,2011.0,Ultra_Low,Action,0,0
5000,71,3.8,72,6.3469,2,1970.0,Ultra_Low,Comedy,1,0
14000000,108,6.421,1489,6.1423,1,2014.0,Low,Thriller,1,0
0,121,7.144,66,4.9115,2,2024.0,Ultra_Low,Drama,1,0
0,99,6.0,118,2.1655,3,2008.0,Ultra_Low,Action,0,1
55000000,142,8.468,28302,20.8136,3,1994.0,Medium,Comedy,1,1
0,102,7.333,45,6.2218,2,1974.0,Ultra_Low,Comedy,0,0
65000000,107,5.842,392,2.4855,5,2017.0,Medium,Comedy,0,1
0,162,5.323,31,1.4063,2,2005.0,Ultra_Low,Drama,0,0
0,94,5.6,15,1.8487,1,2006.0,Ultra_Low,Drama,0,0
20000000,137,7.347,4352,5.536,2,1977.0,Low,Science Fiction,1,1
40000000,112,6.5,1076,3.4462,3,2007.0,Low,Family,1,0
0,88,5.2,93,2.7254,1,2024.0,Ultra_Low,Horror,1,0
1549000,108,6.7,280,6.1528,3,2005.0,Low,Action,0,1
0,0,4.25,4,1.2174,2,2019.0,Ultra_Low,Thriller,1,0
0,64,1.3,6,1.4936,2,2019.0,Ultra_Low,Action,1,0
75000000,116,7.333,15844,12.6625,2,2013.0,Medium,Thriller,1,1
50000000,94,6.342,623,17.9402,3,2025.0,Low,Drama,1,0
150000000,144,6.815,11597,3.5005,3,2007.0,Medium,Adventure,1,1
0,124,7.1,39,2.7498,2,2024.0,Ultra_Low,Romance,0,0
120000,85,7.4,5,2.5296,2,2012.0,Ultra_Low,Comedy,1,0
340000000,142,7.038,5924,27.8429,5,2023.0,High,Action,1,0
250000000,146,7.741,19535,20.8667,2,2010.0,High,Adventure,1,1
0,73,4.707,41,3.1631,2,2019.0,Ultra_Low,Drama,0,0
0,95,5.4,5,1.4615,1,2024.0,Ultra_Low,Horror,0,0
15000000,98,6.193,2260,4.0914,3,2015.0,Low,Horror,1,1
0,112,7.0,1,1.0078,1,2025.0,Ultra_Low,Documentary,1,0
11000000,117,8.165,15353,17.8384,2,1979.0,Low,Horror,1,1
0,99,6.0,1,2.952,2,2016.0,Ultra_Low,Drama,0,0
0,107,6.7,109,1.6451,1,1959.0,Ultra_Low,Western,1,0
7500000,109,7.206,2260,4.0723,2,1988.0,Low,Comedy,1,1
0,0,0.0,0,19.6983,4,2027.0,Ultra_Low,Fantasy,1,0
0,113,6.467,15,19.395,1,2024.0,Ultra_Low,Drama,0,0
0,104,0.0,0,8.346,5,2025.0,Ultra_Low,Family,1,0
0,111,6.9,235,3.1859,2,2002.0,Ultra_Low,Action,0,1
150000000,103,6.0,5268,6.8807,3,2016.0,Medium,Action,1,0
0,83,4.5,6,111.3454,2,2024.0,Ultra_Low,Horror,0,0
30000000,126,6.365,423,6.6557,3,2024.0,Low,Action,1,0
7000000,91,5.941,331,2.7494,5,1990.0,Low,Action,1,0
10400000,161,7.89,1043,4.8869,3,2016.0,Low,Drama,0,1
250000,85,6.784,222,3.4321,3,1971.0,Ultra_Low,Science Fiction,0,1
5500000,127,8.0,26,3.5798,2,2023.0,Low,History,0,0
217000000,154,6.055,6383,9.3988,3,2017.0,High,Action,1,0
0,99,7.892,2902,8.1435,3,2022.0,Ultra_Low,Animation,0,1
40000000,128,6.972,1652,3.5139,5,1993.0,Low,Action,1,1
0,96,5.649,178,2.9555,2,2017.0,Ultra_Low,Action,1,0
13000,60,0.0,0,0.8457,1,2016.0,Ultra_Low,Drama,0,0
0,96,6.5,50,2.1367,4,1963.0,Ultra_Low,Science Fiction,0,0
0,108,8.238,1628,6.031,3,2018.0,Ultra_Low,Animation,0,1
33000000,131,7.405,290,3.1144,2,2022.0,Low,Drama,1,0
46000000,153,8.098,12229,18.797,3,2013.0,Low,Drama,1,0
0,95,7.202,1325,2.7866,4,2020.0,Ultra_Low,Animation,1,0
812000,64,6.998,5071,8.372,2,1941.0,Ultra_Low,Animation,1,0
1000000,90,6.719,1613,3.0957,1,1980.0,Ultra_Low,Horror,1,1
0,89,4.9,23,5.4092,3,1980.0,Ultra_Low,Thriller,0,0
0,94,6.915,505,7.8333,2,2024.0,Ultra_Low,Thriller,1,1
0,148,7.4,88,6.6621,3,2024.0,Ultra_Low,Romance,0,0
31000000,143,7.436,1116,1.8945,1,1992.0,Low,Drama,1,0
0,71,5.75,4,3.0312,1,2018.0,Ultra_Low,Romance,0,0
116000000,108,6.209,1919,3.9274,4,1997.0,Medium,Action,1,0
10000000,108,6.412,4664,5.8558,3,2006.0,Low,Horror,1,1
0,115,7.208,36,4.3903,1,2025.0,Ultra_Low,Drama,0,0
0,87,6.227,708,3.0043,3,2021.0,Ultra_Low,Action,1,0
0,105,6.8,420,3.8685,4,2010.0,Ultra_Low,Drama,0,1
24000000,105,6.4,564,2.5307,2,2014.0,Low,Comedy,1,0
0,48,5.6,5,1.1726,2,1987.0,Ultra_Low,Animation,0,0
0,100,6.1,7,2.8931,5,2024.0,Ultra_Low,Crime,0,0
67000000,100,6.718,2820,16.1649,3,2024.0,Medium,Horror,1,1
0,96,6.1,204,2.7894,2,2023.0,Ultra_Low,Drama,1,1
0,86,5.773,771,2.4827,2,2007.0,Ultra_Low,Horror,1,1
0,83,0.0,0,1.2562,2,2006.0,Ultra_Low,Horror,1,0
22000000,167,5.946,1406,6.8969,1,2022.0,Low,Drama,1,0
0,88,5.667,15,2.2213,1,2012.0,Ultra_Low,Drama,1,0
0,119,6.2,19,2.3342,3,2022.0,Ultra_Low,Crime,0,0
4000000,122,7.866,3511,4.8508,3,2014.0,Low,Drama,0,1
92000000,113,6.539,3577,8.1098,3,1996.0,Medium,Action,1,1
50000000,116,7.002,4707,4.5032,2,2017.0,Low,Drama,1,1
78000000,189,7.376,3385,12.5975,2,2022.0,Medium,Drama,1,0
0,94,6.029,156,3.5515,4,2023.0,Ultra_Low,Horror,1,1
70000000,118,6.062,3654,3.7724,4,2014.0,Medium,War,1,0
215000000,136,6.715,17757,14.1778,3,2012.0,High,Action,1,1
0,119,6.8,85,2.8878,2,2023.0,Ultra_Low,Drama,0,1
0,0,0.0,0,2.4352,3,2025.0,Ultra_Low,Horror,1,0
875000,124,7.814,555,3.2725,2,1983.0,Ultra_Low,Drama,0,0
0,91,6.9,34,1.9957,5,1987.0,Ultra_Low,Animation,0,1
110000000,123,7.466,5535,17.2199,4,2022.0,Medium,Action,1,1
30000000,84,6.338,3161,8.3974,3,2006.0,Low,Comedy,1,0
10500000,101,6.6,1401,2.5827,2,2003.0,Low,Drama,1,0
5000000,100,7.684,917,6.4114,1,2016.0,Low,Comedy,0,1
0,125,5.5,4,1.2411,1,2025.0,Ultra_Low,Comedy,0,0
15000000,106,6.526,1358,7.5697,2,2023.0,Low,Horror,1,0
0,98,6.0,1,2.601,1,2024.0,Ultra_Low,Drama,0,0
94000000,100,7.8,19711,16.3107,2,2003.0,Medium,Animation,1,1
297000000,135,6.315,3075,15.5635,4,2023.0,High,Adventure,1,0
20000000,117,6.6,4363,6.7194,4,2018.0,Low,Thriller,1,1
0,113,6.095,532,4.7638,1,2024.0,Ultra_Low,Horror,1,1
6300000,98,7.225,1894,7.4259,2,2020.0,Low,Action,0,0
5000000,100,7.5,3138,3.2718,1,2014.0,Low,Drama,1,1
0,93,0.0,0,1.0786,2,2019.0,Ultra_Low,Documentary,1,0
26000000,117,7.5,2612,3.4771,2,2014.0,Low,Drama,1,0
12000000,92,6.403,955,3.2561,2,2012.0,Low,Comedy,1,0
0,96,4.625,8,2.8448,1,2016.0,Ultra_Low,Romance,0,0
0,94,6.3,25,2.5672,3,2017.0,Ultra_Low,Animation,0,1
40000000,105,6.093,2056,2.6921,2,2016.0,Low,Action,1,0
0,135,5.5,31,2.0975,4,2006.0,Ultra_Low,Drama,0,1
0,114,7.576,336,2.0656,2,2002.0,Ultra_Low,Drama,0,0
19000000,127,6.936,313,7.1276,1,2019.0,Low,Drama,0,0
170000000,126,7.171,7335,5.2675,3,2011.0,High,Adventure,1,0
22000000,117,6.548,932,3.1755,3,1983.0,Low,Thriller,1,1
150000000,111,7.8,17561,18.6812,4,2007.0,Medium,Animation,1,1
20000000,132,7.494,2184,5.5775,2,2017.0,Low,Drama,1,1
25000000,96,7.1,2450,3.1947,3,2002.0,Low,Romance,1,0
16000000,74,6.502,636,3.4712,5,2000.0,Low,Adventure,0,1
110000000,125,6.564,7448,6.1154,2,2004.0,Medium,Thriller,1,0
0,83,4.75,4,2.5065,1,2016.0,Ultra_Low,Romance,0,0
0,90,8.241,538,4.1827,4,2019.0,Ultra_Low,Animation,0,0
30000000,122,6.8,4197,3.2807,2,2015.0,Low,Drama,1,0
0,54,5.8,5,1.1096,1,2019.0,Ultra_Low,Documentary,0,0
0,0,0.0,0,0.9227,1,1977.0,Ultra_Low,Drama,0,0
0,97,6.9,1012,5.0977,4,2017.0,Ultra_Low,Animation,0,0
0,91,3.167,6,2.3478,1,2016.0,Ultra_Low,Romance,0,0
110000000,76,6.1,2081,6.2123,2,2004.0,Medium,Animation,1,0
18000000,95,6.146,655,4.5078,3,1981.0,Low,Action,1,1
8000000,90,4.648,637,2.7411,2,2017.0,Low,Action,1,0
250000,118,6.915,340,2.489,3,2003.0,Ultra_Low,Crime,0,1
0,23,0.0,0,0.9905,1,2018.0,Ultra_Low,Drama,0,0
0,101,6.028,567,3.2712,2,2022.0,Ultra_Low,Thriller,1,0
22000000,113,7.681,6108,7.7041,2,2020.0,Low,Comedy,1,1
21000000,123,7.925,2307,4.8548,2,2007.0,Low,Crime,1,0
0,138,7.205,3455,4.1132,3,2020.0,Ultra_Low,Crime,1,0
0,64,7.0,1,1.0429,1,2017.0,Ultra_Low,Documentary,1,0
0,92,6.0,67,3.9766,4,2013.0,Ultra_Low,Romance,0,0
44000000,131,7.467,4430,6.1162,3,1993.0,Low,Action,1,1
0,93,5.0,1,1.2223,1,2015.0,Ultra_Low,Drama,0,0
